property_id,user_id,rent_approval_date,block,street_name,building,postal,town,flat_type,monthly_rent,latitude,longtitude,number_of_bedrooms,floorsize,price_per_square_metre,year_built,floor_level,furnishing,lease_term,negotiable_pricing,is_visible,is_approved,property_name,property_description,created_at,gender,approval_document_url
3623,1,2022-01-08 05:30:40,772,BEDOK RESERVOIR VIEW,LONGVALE,470772,BEDOK,4-ROOM,1700,1.336462568,103.9378955,3,97.24536069,17.48155375,1974-06-10,6,not furnished,2 years,yes,1,1,"4-ROOM @ LONGVALE, ONLY $1700/month",Interested individuals can contact me!,2022-01-08 01:30:40,female,approval_letter.pdf
3624,1,2022-04-04 08:07:07,772,BEDOK RESERVOIR VIEW,LONGVALE,470772,BEDOK,5-ROOM,2800,1.336462568,103.9378955,3,124.355939,22.51601349,1974-11-03,3,fully furnished,short term,yes,1,1,"5-ROOM @ LONGVALE, ONLY $2800/month",Interested individuals can contact me!,2022-04-04 04:07:07,female,approval_letter.pdf
3625,1,2022-05-06 14:41:58,772,BEDOK RESERVOIR VIEW,LONGVALE,470772,BEDOK,4-ROOM,2400,1.336462568,103.9378955,3,94.39269274,25.42569695,1974-08-18,3,partially furnished,3 years,no,1,1,"4-ROOM @ LONGVALE, ONLY $2400/month",Interested individuals can contact me!,2022-05-06 10:41:58,male,approval_letter.pdf
3626,1,2022-05-18 22:01:41,772,BEDOK RESERVOIR VIEW,LONGVALE,470772,BEDOK,4-ROOM,2000,1.336462568,103.9378955,3,103.5182893,19.32025745,1974-05-15,5,fully furnished,1 year,no,1,1,"4-ROOM @ LONGVALE, ONLY $2000/month",Interested individuals can contact me!,2022-05-18 18:01:41,female,approval_letter.pdf
3627,1,2022-06-01 02:05:54,772,BEDOK RESERVOIR VIEW,LONGVALE,470772,BEDOK,5-ROOM,3200,1.336462568,103.9378955,3,120.8256483,26.48444304,1974-03-16,12,partially furnished,3 years,no,1,1,"5-ROOM @ LONGVALE, ONLY $3200/month",Interested individuals can contact me!,2022-05-31 22:05:54,male,approval_letter.pdf
3628,1,2022-09-14 03:54:02,772,BEDOK RESERVOIR VIEW,LONGVALE,470772,BEDOK,5-ROOM,3000,1.336462568,103.9378955,3,120.7158099,24.85175723,1974-01-12,3,partially furnished,short term,no,1,1,"5-ROOM @ LONGVALE, ONLY $3000/month",Interested individuals can contact me!,2022-09-13 23:54:02,female,approval_letter.pdf
3629,1,2022-11-19 06:18:42,772,BEDOK RESERVOIR VIEW,LONGVALE,470772,BEDOK,4-ROOM,3300,1.336462568,103.9378955,3,102.8300012,32.09180163,1974-05-08,13,not furnished,1 year,yes,1,1,"4-ROOM @ LONGVALE, ONLY $3300/month",Interested individuals can contact me!,2022-11-19 02:18:42,mixed,approval_letter.pdf
3630,1,2022-11-25 10:01:50,772,BEDOK RESERVOIR VIEW,LONGVALE,470772,BEDOK,5-ROOM,2550,1.336462568,103.9378955,3,116.7969312,21.83276542,1974-03-25,5,partially furnished,flexible,no,1,1,"5-ROOM @ LONGVALE, ONLY $2550/month",Interested individuals can contact me!,2022-11-25 06:01:50,mixed,approval_letter.pdf
3631,1,2022-12-22 12:32:02,772,BEDOK RESERVOIR VIEW,LONGVALE,470772,BEDOK,4-ROOM,2100,1.336462568,103.9378955,3,100.9944292,20.79322608,1974-01-05,6,partially furnished,short term,yes,1,1,"4-ROOM @ LONGVALE, ONLY $2100/month",Interested individuals can contact me!,2022-12-22 08:32:02,male,approval_letter.pdf
3632,1,2023-05-24 03:27:10,772,BEDOK RESERVOIR VIEW,LONGVALE,470772,BEDOK,5-ROOM,3900,1.336462568,103.9378955,3,121.1820245,32.18299096,1974-07-23,15,fully furnished,1 year,yes,1,1,"5-ROOM @ LONGVALE, ONLY $3900/month",Interested individuals can contact me!,2023-05-23 23:27:10,male,approval_letter.pdf
3633,1,2023-05-09 05:12:31,772,BEDOK RESERVOIR VIEW,LONGVALE,470772,BEDOK,4-ROOM,3100,1.336462568,103.9378955,3,100.7435149,30.77121147,1974-06-27,5,fully furnished,3 years,yes,1,1,"4-ROOM @ LONGVALE, ONLY $3100/month",Interested individuals can contact me!,2023-05-09 01:12:31,female,approval_letter.pdf
3634,1,2023-07-23 19:35:23,772,BEDOK RESERVOIR VIEW,LONGVALE,470772,BEDOK,4-ROOM,3800,1.336462568,103.9378955,3,105.2499146,36.10454237,1974-09-11,6,partially furnished,short term,yes,1,1,"4-ROOM @ LONGVALE, ONLY $3800/month",Interested individuals can contact me!,2023-07-23 15:35:23,mixed,approval_letter.pdf
3635,1,2021-02-23 10:24:05,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,2300,1.398833183,103.9057836,3,124.4025115,18.48837272,2000-10-20,6,not furnished,1 year,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2300/month",Interested individuals can contact me!,2021-02-23 06:24:05,mixed,approval_letter.pdf
3636,1,2021-03-22 10:08:26,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,1950,1.398833183,103.9057836,3,123.5263363,15.78610731,2000-03-25,12,partially furnished,short term,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $1950/month",Interested individuals can contact me!,2021-03-22 06:08:26,male,approval_letter.pdf
3637,1,2021-04-05 05:14:37,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,2500,1.398833183,103.9057836,3,117.9616772,21.19332362,2000-12-20,7,not furnished,flexible,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2500/month",Interested individuals can contact me!,2021-04-05 01:14:37,female,approval_letter.pdf
3638,1,2021-06-26 00:36:18,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,2000,1.398833183,103.9057836,3,118.9965472,16.80721035,2000-12-19,6,partially furnished,short term,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2000/month",Interested individuals can contact me!,2021-06-25 20:36:18,female,approval_letter.pdf
3639,1,2021-08-25 12:36:20,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,4-ROOM,2050,1.398833183,103.9057836,3,103.0429309,19.89462045,2000-01-26,6,fully furnished,flexible,yes,1,1,"4-ROOM @ HDB-PUNGGOL, ONLY $2050/month",Interested individuals can contact me!,2021-08-25 08:36:20,mixed,approval_letter.pdf
3640,1,2021-12-05 17:55:45,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,1930,1.398833183,103.9057836,3,122.0941812,15.80746913,2000-11-18,4,fully furnished,2 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $1930/month",Interested individuals can contact me!,2021-12-05 13:55:45,male,approval_letter.pdf
3641,1,2022-01-18 02:06:23,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,2500,1.398833183,103.9057836,3,120.3582343,20.77132499,2000-09-19,7,fully furnished,short term,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2500/month",Interested individuals can contact me!,2022-01-17 22:06:23,male,approval_letter.pdf
3642,1,2022-02-12 04:59:05,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,2400,1.398833183,103.9057836,3,122.9827431,19.51493307,2000-05-20,15,partially furnished,3 years,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2400/month",Interested individuals can contact me!,2022-02-12 00:59:05,female,approval_letter.pdf
3643,1,2022-02-25 17:13:58,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,2350,1.398833183,103.9057836,3,115.8731496,20.2807985,2000-10-06,6,partially furnished,2 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2350/month",Interested individuals can contact me!,2022-02-25 13:13:58,female,approval_letter.pdf
3644,1,2022-04-24 14:42:19,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,3200,1.398833183,103.9057836,3,121.9090943,26.24906713,2000-06-08,6,partially furnished,1 year,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3200/month",Interested individuals can contact me!,2022-04-24 10:42:19,mixed,approval_letter.pdf
3645,1,2022-09-26 12:00:06,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,3650,1.398833183,103.9057836,3,122.1235176,29.88777323,2000-03-22,15,partially furnished,2 years,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3650/month",Interested individuals can contact me!,2022-09-26 08:00:06,mixed,approval_letter.pdf
3646,1,2022-09-08 13:59:35,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,4-ROOM,2500,1.398833183,103.9057836,3,94.41436336,26.47902195,2000-10-24,13,partially furnished,short term,no,1,1,"4-ROOM @ HDB-PUNGGOL, ONLY $2500/month",Interested individuals can contact me!,2022-09-08 09:59:35,female,approval_letter.pdf
3647,1,2022-12-20 13:23:37,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,2850,1.398833183,103.9057836,3,117.5659153,24.24172,2000-09-25,9,not furnished,2 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2850/month",Interested individuals can contact me!,2022-12-20 09:23:37,mixed,approval_letter.pdf
3648,1,2023-01-06 14:13:12,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,3400,1.398833183,103.9057836,3,119.8330658,28.37280327,2000-09-03,6,fully furnished,3 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3400/month",Interested individuals can contact me!,2023-01-06 10:13:12,female,approval_letter.pdf
3649,1,2023-03-03 01:47:42,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,3400,1.398833183,103.9057836,3,121.7204382,27.93286034,2000-03-07,8,partially furnished,short term,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3400/month",Interested individuals can contact me!,2023-03-02 21:47:42,male,approval_letter.pdf
3650,1,2023-05-05 06:04:16,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,3050,1.398833183,103.9057836,3,118.8535568,25.66183195,2000-06-14,5,partially furnished,2 years,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3050/month",Interested individuals can contact me!,2023-05-05 02:04:16,female,approval_letter.pdf
3651,1,2023-07-07 20:23:33,102A,PUNGGOL FIELD,HDB-PUNGGOL,821102,PUNGGOL,5-ROOM,3480,1.398833183,103.9057836,3,113.3380377,30.70460784,2000-03-21,7,partially furnished,1 year,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3480/month",Interested individuals can contact me!,2023-07-07 16:23:33,female,approval_letter.pdf
3652,1,2021-02-22 20:44:51,504C,CANBERRA LINK,MONTREAL SPRING,753504,SEMBAWANG,5-ROOM,1600,1.450119489,103.8235917,3,120.0323132,13.32974395,1997-02-18,11,partially furnished,short term,yes,1,1,"5-ROOM @ MONTREAL SPRING, ONLY $1600/month",Interested individuals can contact me!,2021-02-22 16:44:51,male,approval_letter.pdf
3653,1,2021-04-03 11:12:06,504C,CANBERRA LINK,MONTREAL SPRING,753504,SEMBAWANG,5-ROOM,2400,1.450119489,103.8235917,3,126.0198606,19.04461716,1997-01-01,8,not furnished,2 years,no,1,1,"5-ROOM @ MONTREAL SPRING, ONLY $2400/month",Interested individuals can contact me!,2021-04-03 07:12:06,male,approval_letter.pdf
3654,1,2021-07-01 00:13:12,504C,CANBERRA LINK,MONTREAL SPRING,753504,SEMBAWANG,5-ROOM,2800,1.450119489,103.8235917,3,119.1407518,23.50161433,1997-04-11,6,partially furnished,2 years,no,1,1,"5-ROOM @ MONTREAL SPRING, ONLY $2800/month",Interested individuals can contact me!,2021-06-30 20:13:12,female,approval_letter.pdf
3655,1,2021-09-21 16:31:49,504C,CANBERRA LINK,MONTREAL SPRING,753504,SEMBAWANG,5-ROOM,2300,1.450119489,103.8235917,3,124.9033584,18.41423665,1997-06-21,6,fully furnished,2 years,no,1,1,"5-ROOM @ MONTREAL SPRING, ONLY $2300/month",Interested individuals can contact me!,2021-09-21 12:31:49,male,approval_letter.pdf
3656,1,2021-11-10 19:19:48,504C,CANBERRA LINK,MONTREAL SPRING,753504,SEMBAWANG,5-ROOM,2800,1.450119489,103.8235917,3,114.9374594,24.36107439,1997-04-07,6,not furnished,1 year,yes,1,1,"5-ROOM @ MONTREAL SPRING, ONLY $2800/month",Interested individuals can contact me!,2021-11-10 15:19:48,mixed,approval_letter.pdf
3657,1,2022-01-12 18:19:12,504C,CANBERRA LINK,MONTREAL SPRING,753504,SEMBAWANG,5-ROOM,2150,1.450119489,103.8235917,3,125.5552452,17.12393613,1997-03-10,3,not furnished,1 year,no,1,1,"5-ROOM @ MONTREAL SPRING, ONLY $2150/month",Interested individuals can contact me!,2022-01-12 14:19:12,male,approval_letter.pdf
3658,1,2022-03-17 11:40:12,504C,CANBERRA LINK,MONTREAL SPRING,753504,SEMBAWANG,5-ROOM,1800,1.450119489,103.8235917,3,124.0456953,14.51078165,1997-03-09,8,not furnished,1 year,no,1,1,"5-ROOM @ MONTREAL SPRING, ONLY $1800/month",Interested individuals can contact me!,2022-03-17 07:40:12,female,approval_letter.pdf
3659,1,2022-05-08 07:58:49,504C,CANBERRA LINK,MONTREAL SPRING,753504,SEMBAWANG,5-ROOM,2800,1.450119489,103.8235917,3,119.6748651,23.39672577,1997-12-21,2,not furnished,flexible,no,1,1,"5-ROOM @ MONTREAL SPRING, ONLY $2800/month",Interested individuals can contact me!,2022-05-08 03:58:49,mixed,approval_letter.pdf
3660,1,2022-06-15 22:34:05,504C,CANBERRA LINK,MONTREAL SPRING,753504,SEMBAWANG,5-ROOM,2400,1.450119489,103.8235917,3,121.0060173,19.83372442,1997-05-05,11,not furnished,3 years,yes,1,1,"5-ROOM @ MONTREAL SPRING, ONLY $2400/month",Interested individuals can contact me!,2022-06-15 18:34:05,female,approval_letter.pdf
3661,1,2022-12-27 17:14:47,504C,CANBERRA LINK,MONTREAL SPRING,753504,SEMBAWANG,5-ROOM,1640,1.450119489,103.8235917,3,112.8456278,14.53312842,1997-05-20,15,partially furnished,3 years,yes,1,1,"5-ROOM @ MONTREAL SPRING, ONLY $1640/month",Interested individuals can contact me!,2022-12-27 13:14:47,male,approval_letter.pdf
3662,1,2023-03-10 11:16:30,504C,CANBERRA LINK,MONTREAL SPRING,753504,SEMBAWANG,5-ROOM,2400,1.450119489,103.8235917,3,116.5390183,20.59396101,1997-11-19,4,not furnished,2 years,no,1,1,"5-ROOM @ MONTREAL SPRING, ONLY $2400/month",Interested individuals can contact me!,2023-03-10 07:16:30,male,approval_letter.pdf
3663,1,2023-05-03 07:31:23,504C,CANBERRA LINK,MONTREAL SPRING,753504,SEMBAWANG,5-ROOM,3500,1.450119489,103.8235917,3,118.6433929,29.5001678,1997-11-15,3,not furnished,2 years,yes,1,1,"5-ROOM @ MONTREAL SPRING, ONLY $3500/month",Interested individuals can contact me!,2023-05-03 03:31:23,male,approval_letter.pdf
3664,1,2023-08-18 14:39:55,504C,CANBERRA LINK,MONTREAL SPRING,753504,SEMBAWANG,5-ROOM,3200,1.450119489,103.8235917,3,120.2250389,26.61675164,1997-03-03,8,fully furnished,1 year,no,1,1,"5-ROOM @ MONTREAL SPRING, ONLY $3200/month",Interested individuals can contact me!,2023-08-18 10:39:55,mixed,approval_letter.pdf
3665,1,2021-02-28 05:56:34,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,680016,CHOA CHU KANG,3-ROOM,1550,1.378377877,103.7547648,2,62.90745854,24.63936767,2000-10-08,4,partially furnished,short term,no,1,1,"3-ROOM @ TECK WHYE HEIGHTS III, ONLY $1550/month",Interested individuals can contact me!,2021-02-28 01:56:34,mixed,approval_letter.pdf
3666,1,2021-03-14 22:20:28,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,680016,CHOA CHU KANG,3-ROOM,1400,1.378377877,103.7547648,2,62.91345117,22.25279291,2000-03-07,4,partially furnished,flexible,yes,1,1,"3-ROOM @ TECK WHYE HEIGHTS III, ONLY $1400/month",Interested individuals can contact me!,2021-03-14 18:20:28,male,approval_letter.pdf
3667,1,2021-08-11 07:41:43,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,680016,CHOA CHU KANG,3-ROOM,1800,1.378377877,103.7547648,2,63.8666016,28.18374479,2000-01-02,7,fully furnished,1 year,no,1,1,"3-ROOM @ TECK WHYE HEIGHTS III, ONLY $1800/month",Interested individuals can contact me!,2021-08-11 03:41:43,mixed,approval_letter.pdf
3668,1,2021-08-10 08:13:31,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,680016,CHOA CHU KANG,3-ROOM,2000,1.378377877,103.7547648,2,62.3257814,32.08944926,2000-10-14,11,not furnished,2 years,yes,1,1,"3-ROOM @ TECK WHYE HEIGHTS III, ONLY $2000/month",Interested individuals can contact me!,2021-08-10 04:13:31,female,approval_letter.pdf
3669,1,2021-09-25 03:54:59,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,680016,CHOA CHU KANG,4-ROOM,2000,1.378377877,103.7547648,3,96.62556199,20.69845659,2000-08-16,13,fully furnished,1 year,no,1,1,"4-ROOM @ TECK WHYE HEIGHTS III, ONLY $2000/month",Interested individuals can contact me!,2021-09-24 23:54:59,male,approval_letter.pdf
3670,1,2022-02-21 17:45:55,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,680016,CHOA CHU KANG,3-ROOM,1500,1.378377877,103.7547648,2,62.77282897,23.89568902,2000-03-07,2,not furnished,short term,yes,1,1,"3-ROOM @ TECK WHYE HEIGHTS III, ONLY $1500/month",Interested individuals can contact me!,2022-02-21 13:45:55,male,approval_letter.pdf
3671,1,2022-03-22 05:08:22,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,680016,CHOA CHU KANG,3-ROOM,1550,1.378377877,103.7547648,2,62.97503651,24.61292737,2000-08-22,14,not furnished,2 years,yes,1,1,"3-ROOM @ TECK WHYE HEIGHTS III, ONLY $1550/month",Interested individuals can contact me!,2022-03-22 01:08:22,mixed,approval_letter.pdf
3672,1,2022-06-19 16:33:14,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,680016,CHOA CHU KANG,3-ROOM,1850,1.378377877,103.7547648,2,62.89522474,29.41399776,2000-02-26,14,fully furnished,flexible,yes,1,1,"3-ROOM @ TECK WHYE HEIGHTS III, ONLY $1850/month",Interested individuals can contact me!,2022-06-19 12:33:14,mixed,approval_letter.pdf
3673,1,2022-09-27 17:03:57,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,680016,CHOA CHU KANG,3-ROOM,2000,1.378377877,103.7547648,2,63.24747056,31.62181795,2000-09-10,9,not furnished,2 years,yes,1,1,"3-ROOM @ TECK WHYE HEIGHTS III, ONLY $2000/month",Interested individuals can contact me!,2022-09-27 13:03:57,female,approval_letter.pdf
3674,1,2022-10-18 16:16:10,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,680016,CHOA CHU KANG,3-ROOM,3000,1.378377877,103.7547648,2,60.56738449,49.53160889,2000-05-23,12,not furnished,1 year,no,1,1,"3-ROOM @ TECK WHYE HEIGHTS III, ONLY $3000/month",Interested individuals can contact me!,2022-10-18 12:16:10,male,approval_letter.pdf
3675,1,2023-02-26 17:59:05,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,680016,CHOA CHU KANG,3-ROOM,2400,1.378377877,103.7547648,2,61.84647852,38.80576643,2000-09-08,6,partially furnished,flexible,no,1,1,"3-ROOM @ TECK WHYE HEIGHTS III, ONLY $2400/month",Interested individuals can contact me!,2023-02-26 13:59:05,female,approval_letter.pdf
3676,1,2023-08-19 20:48:47,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,680016,CHOA CHU KANG,3-ROOM,2300,1.378377877,103.7547648,2,63.21356261,36.38459699,2000-05-19,10,fully furnished,3 years,yes,1,1,"3-ROOM @ TECK WHYE HEIGHTS III, ONLY $2300/month",Interested individuals can contact me!,2023-08-19 16:48:47,male,approval_letter.pdf
3677,1,2023-08-20 04:05:33,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,680016,CHOA CHU KANG,4-ROOM,2800,1.378377877,103.7547648,3,101.4484261,27.60023104,2000-07-02,10,not furnished,3 years,yes,1,1,"4-ROOM @ TECK WHYE HEIGHTS III, ONLY $2800/month",Interested individuals can contact me!,2023-08-20 00:05:33,male,approval_letter.pdf
3678,1,2021-02-14 18:41:31,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,4-ROOM,2200,1.39541568,103.9069122,3,97.30703531,22.6088483,2014-01-20,4,partially furnished,flexible,yes,1,1,"4-ROOM @ NIL, ONLY $2200/month",Interested individuals can contact me!,2021-02-14 14:41:31,mixed,approval_letter.pdf
3679,1,2021-04-06 06:57:23,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,EXECUTIVE,2600,1.39541568,103.9069122,3,149.4273551,17.39975922,2014-04-10,14,not furnished,1 year,no,1,1,"EXECUTIVE @ NIL, ONLY $2600/month",Interested individuals can contact me!,2021-04-06 02:57:23,mixed,approval_letter.pdf
3680,1,2021-05-07 05:14:29,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,5-ROOM,2400,1.39541568,103.9069122,3,120.2186911,19.96361779,2014-03-14,10,not furnished,2 years,yes,1,1,"5-ROOM @ NIL, ONLY $2400/month",Interested individuals can contact me!,2021-05-07 01:14:29,male,approval_letter.pdf
3681,1,2021-08-26 09:57:08,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,5-ROOM,1800,1.39541568,103.9069122,3,116.3732176,15.46747642,2014-10-27,11,fully furnished,flexible,yes,1,1,"5-ROOM @ NIL, ONLY $1800/month",Interested individuals can contact me!,2021-08-26 05:57:08,male,approval_letter.pdf
3682,1,2021-09-04 22:16:08,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,4-ROOM,2500,1.39541568,103.9069122,3,94.98246215,26.3206485,2014-12-23,4,not furnished,short term,no,1,1,"4-ROOM @ NIL, ONLY $2500/month",Interested individuals can contact me!,2021-09-04 18:16:08,female,approval_letter.pdf
3683,1,2021-10-05 17:15:54,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,4-ROOM,2000,1.39541568,103.9069122,3,98.50452188,20.30363644,2014-04-01,8,partially furnished,1 year,yes,1,1,"4-ROOM @ NIL, ONLY $2000/month",Interested individuals can contact me!,2021-10-05 13:15:54,male,approval_letter.pdf
3684,1,2021-10-11 16:14:50,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,4-ROOM,2200,1.39541568,103.9069122,3,100.1196841,21.97370097,2014-08-23,12,not furnished,1 year,yes,1,1,"4-ROOM @ NIL, ONLY $2200/month",Interested individuals can contact me!,2021-10-11 12:14:50,female,approval_letter.pdf
3685,1,2022-03-08 16:31:44,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,EXECUTIVE,2800,1.39541568,103.9069122,3,146.9867631,19.04933438,2014-03-13,13,not furnished,2 years,yes,1,1,"EXECUTIVE @ NIL, ONLY $2800/month",Interested individuals can contact me!,2022-03-08 12:31:44,male,approval_letter.pdf
3686,1,2022-04-18 11:51:53,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,EXECUTIVE,3500,1.39541568,103.9069122,3,150.7428781,23.218344,2014-06-02,13,fully furnished,short term,no,1,1,"EXECUTIVE @ NIL, ONLY $3500/month",Interested individuals can contact me!,2022-04-18 07:51:53,female,approval_letter.pdf
3687,1,2022-05-19 10:03:09,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,5-ROOM,2100,1.39541568,103.9069122,3,122.7585939,17.1067453,2014-03-13,11,fully furnished,2 years,yes,1,1,"5-ROOM @ NIL, ONLY $2100/month",Interested individuals can contact me!,2022-05-19 06:03:09,female,approval_letter.pdf
3688,1,2022-07-26 13:42:16,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,5-ROOM,3000,1.39541568,103.9069122,3,123.4471329,24.30190097,2014-03-24,6,fully furnished,1 year,no,1,1,"5-ROOM @ NIL, ONLY $3000/month",Interested individuals can contact me!,2022-07-26 09:42:16,male,approval_letter.pdf
3689,1,2022-08-23 19:15:10,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,4-ROOM,2600,1.39541568,103.9069122,3,97.49532092,26.66794648,2014-02-27,12,partially furnished,3 years,no,1,1,"4-ROOM @ NIL, ONLY $2600/month",Interested individuals can contact me!,2022-08-23 15:15:10,mixed,approval_letter.pdf
3690,1,2022-10-22 21:10:45,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,4-ROOM,2800,1.39541568,103.9069122,3,98.1790209,28.51933106,2014-09-21,14,partially furnished,short term,yes,1,1,"4-ROOM @ NIL, ONLY $2800/month",Interested individuals can contact me!,2022-10-22 17:10:45,female,approval_letter.pdf
3691,1,2022-10-07 06:36:36,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,5-ROOM,3500,1.39541568,103.9069122,3,116.5118161,30.03987163,2014-06-28,2,partially furnished,1 year,no,1,1,"5-ROOM @ NIL, ONLY $3500/month",Interested individuals can contact me!,2022-10-07 02:36:36,mixed,approval_letter.pdf
3692,1,2022-12-21 03:49:24,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,4-ROOM,3600,1.39541568,103.9069122,3,100.3830341,35.86263387,2014-04-07,9,partially furnished,1 year,yes,1,1,"4-ROOM @ NIL, ONLY $3600/month",Interested individuals can contact me!,2022-12-20 23:49:24,female,approval_letter.pdf
3693,1,2023-04-14 19:53:25,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,5-ROOM,3750,1.39541568,103.9069122,3,119.5514382,31.36725126,2014-02-18,6,fully furnished,1 year,no,1,1,"5-ROOM @ NIL, ONLY $3750/month",Interested individuals can contact me!,2023-04-14 15:53:25,female,approval_letter.pdf
3694,1,2023-05-09 08:29:23,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,EXECUTIVE,3900,1.39541568,103.9069122,3,143.8616442,27.10938014,2014-07-16,13,not furnished,short term,no,1,1,"EXECUTIVE @ NIL, ONLY $3900/month",Interested individuals can contact me!,2023-05-09 04:29:23,female,approval_letter.pdf
3695,1,2023-06-18 12:27:34,116,EDGEFIELD PLAINS,NIL,820116,PUNGGOL,5-ROOM,3500,1.39541568,103.9069122,3,118.4415351,29.55044442,2014-04-06,15,fully furnished,short term,no,1,1,"5-ROOM @ NIL, ONLY $3500/month",Interested individuals can contact me!,2023-06-18 08:27:34,female,approval_letter.pdf
3696,1,2021-02-12 01:08:43,122B,SENGKANG EAST WAY,RIVERVALE BANK,542122,SENGKANG,EXECUTIVE,2200,1.387164898,103.9065344,3,150.2345714,14.6437666,2017-12-09,12,not furnished,short term,yes,1,1,"EXECUTIVE @ RIVERVALE BANK, ONLY $2200/month",Interested individuals can contact me!,2021-02-11 21:08:43,mixed,approval_letter.pdf
3697,1,2021-02-20 10:48:24,122B,SENGKANG EAST WAY,RIVERVALE BANK,542122,SENGKANG,EXECUTIVE,2300,1.387164898,103.9065344,3,152.3106471,15.10071714,2017-04-14,13,fully furnished,1 year,no,1,1,"EXECUTIVE @ RIVERVALE BANK, ONLY $2300/month",Interested individuals can contact me!,2021-02-20 06:48:24,male,approval_letter.pdf
3698,1,2021-03-14 02:10:57,122B,SENGKANG EAST WAY,RIVERVALE BANK,542122,SENGKANG,EXECUTIVE,2600,1.387164898,103.9065344,3,148.3073277,17.53116343,2017-08-08,14,not furnished,1 year,yes,1,1,"EXECUTIVE @ RIVERVALE BANK, ONLY $2600/month",Interested individuals can contact me!,2021-03-13 22:10:57,mixed,approval_letter.pdf
