,property_id,rent_approval_date,town,block,street_name,flat_type,monthly_rent,postal,latitude,longitude,building,number_of_bedrooms,floorsize,price_per_square_metre,year_built,floor_level,furnishing,lease_term,negotiable_pricing
3988,3989,2021-02-06,SENGKANG,241,COMPASSVALE WALK,4-ROOM,2000,540241,1.389999,103.897699,COMPASSVALE PLAINS,3,101.765003,19.653122,2006,15,partially furnished,flexible,yes
3989,3990,2021-06-06,SENGKANG,241,COMPASSVALE WALK,5-ROOM,2600,540241,1.389999,103.897699,COMPASSVALE PLAINS,3,119.840141,21.695569,2006,12,fully furnished,short term,yes
3990,3991,2021-09-25,SENGKANG,241,COMPASSVALE WALK,5-ROOM,1800,540241,1.389999,103.897699,COMPASSVALE PLAINS,3,121.583824,14.804601,2006,14,not furnished,3 years,no
3991,3992,2021-09-25,SENGKANG,241,COMPASSVALE WALK,4-ROOM,2600,540241,1.389999,103.897699,COMPASSVALE PLAINS,3,102.591513,25.343227,2006,2,fully furnished,flexible,no
3992,3993,2022-01-23,SENGKANG,241,COMPASSVALE WALK,4-ROOM,2000,540241,1.389999,103.897699,COMPASSVALE PLAINS,3,100.522851,19.895974,2006,8,partially furnished,short term,no
3993,3994,2022-12-17,SENGKANG,241,COMPASSVALE WALK,4-ROOM,3800,540241,1.389999,103.897699,COMPASSVALE PLAINS,3,97.423961,39.004778,2006,10,partially furnished,3 years,no
3994,3995,2023-02-25,SENGKANG,241,COMPASSVALE WALK,4-ROOM,2300,540241,1.389999,103.897699,COMPASSVALE PLAINS,3,101.331682,22.697738,2006,2,not furnished,1 year,yes
3995,3996,2023-07-14,SENGKANG,241,COMPASSVALE WALK,5-ROOM,4000,540241,1.389999,103.897699,COMPASSVALE PLAINS,3,117.355135,34.084576,2006,2,fully furnished,flexible,yes
3996,3997,2021-02-12,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,2200,822128,1.392988,103.912883,HDB-PUNGGOL,3,119.470879,18.414529,2009,5,partially furnished,2 years,yes
3997,3998,2021-02-07,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,2200,822128,1.392988,103.912883,HDB-PUNGGOL,3,120.18987,18.304371,2009,14,fully furnished,short term,yes
3998,3999,2021-03-22,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,2000,822128,1.392988,103.912883,HDB-PUNGGOL,3,123.593137,16.182128,2009,7,partially furnished,1 year,no
3999,4000,2021-03-13,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,2300,822128,1.392988,103.912883,HDB-PUNGGOL,3,117.150984,19.632784,2009,10,fully furnished,2 years,yes
4000,4001,2021-08-21,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,2100,822128,1.392988,103.912883,HDB-PUNGGOL,3,118.424381,17.732835,2009,10,partially furnished,3 years,yes
4001,4002,2021-09-24,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,2000,822128,1.392988,103.912883,HDB-PUNGGOL,3,123.858931,16.147402,2009,8,partially furnished,short term,no
4002,4003,2021-10-15,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,2400,822128,1.392988,103.912883,HDB-PUNGGOL,3,121.829321,19.699691,2009,3,not furnished,2 years,no
4003,4004,2021-11-06,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,1900,822128,1.392988,103.912883,HDB-PUNGGOL,3,121.814576,15.597477,2009,8,fully furnished,2 years,no
4004,4005,2021-12-27,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,2200,822128,1.392988,103.912883,HDB-PUNGGOL,3,113.742349,19.34196,2009,3,fully furnished,flexible,yes
4005,4006,2022-03-18,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,1900,822128,1.392988,103.912883,HDB-PUNGGOL,3,116.519914,16.306226,2009,13,fully furnished,3 years,yes
4006,4007,2022-05-28,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,3000,822128,1.392988,103.912883,HDB-PUNGGOL,3,120.235218,24.951092,2009,10,fully furnished,2 years,yes
4007,4008,2022-11-01,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,3100,822128,1.392988,103.912883,HDB-PUNGGOL,3,121.096829,25.599349,2009,9,not furnished,3 years,yes
4008,4009,2023-02-22,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,3000,822128,1.392988,103.912883,HDB-PUNGGOL,3,117.470425,25.538343,2009,11,fully furnished,short term,yes
4009,4010,2023-03-20,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,2750,822128,1.392988,103.912883,HDB-PUNGGOL,3,119.011547,23.107002,2009,2,not furnished,3 years,no
4010,4011,2023-05-22,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,3900,822128,1.392988,103.912883,HDB-PUNGGOL,3,118.93787,32.790229,2009,9,not furnished,1 year,no
4011,4012,2023-07-13,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,3500,822128,1.392988,103.912883,HDB-PUNGGOL,3,118.856306,29.447323,2009,7,not furnished,flexible,yes
4012,4013,2023-08-23,PUNGGOL,128B,PUNGGOL FIELD WALK,5-ROOM,3000,822128,1.392988,103.912883,HDB-PUNGGOL,3,114.416613,26.219969,2009,12,fully furnished,2 years,yes
4013,4014,2021-02-10,SENGKANG,432A,SENGKANG WEST WAY,4-ROOM,2500,791432,1.39475,103.877202,FERNVALE PALMS,3,91.586402,27.296629,2019,11,partially furnished,2 years,no
4014,4015,2021-03-04,SENGKANG,432A,SENGKANG WEST WAY,3-ROOM,1200,791432,1.39475,103.877202,FERNVALE PALMS,2,62.759256,19.120686,2019,8,partially furnished,short term,yes
4015,4016,2021-05-28,SENGKANG,432A,SENGKANG WEST WAY,4-ROOM,2050,791432,1.39475,103.877202,FERNVALE PALMS,3,94.984099,21.58256,2019,11,not furnished,1 year,yes
4016,4017,2021-07-05,SENGKANG,432A,SENGKANG WEST WAY,4-ROOM,2650,791432,1.39475,103.877202,FERNVALE PALMS,3,95.411477,27.774436,2019,11,not furnished,3 years,yes
4017,4018,2022-02-14,SENGKANG,432A,SENGKANG WEST WAY,3-ROOM,2000,791432,1.39475,103.877202,FERNVALE PALMS,2,62.426171,32.037845,2019,13,partially furnished,short term,no
4018,4019,2022-03-16,SENGKANG,432A,SENGKANG WEST WAY,3-ROOM,2350,791432,1.39475,103.877202,FERNVALE PALMS,2,64.960788,36.17567,2019,3,partially furnished,1 year,yes
4019,4020,2023-02-02,SENGKANG,432A,SENGKANG WEST WAY,4-ROOM,3300,791432,1.39475,103.877202,FERNVALE PALMS,3,97.789576,33.745928,2019,3,fully furnished,short term,yes
4020,4021,2023-03-27,SENGKANG,432A,SENGKANG WEST WAY,3-ROOM,2000,791432,1.39475,103.877202,FERNVALE PALMS,2,62.373902,32.064693,2019,14,fully furnished,2 years,yes
4021,4022,2023-08-06,SENGKANG,432A,SENGKANG WEST WAY,4-ROOM,3500,791432,1.39475,103.877202,FERNVALE PALMS,3,101.830779,34.370747,2019,5,fully furnished,short term,yes
4022,4023,2021-02-08,PUNGGOL,117,EDGEFIELD PLAINS,EXECUTIVE,2700,820117,1.395787,103.906618,NIL,3,148.086802,18.23255,2017,14,not furnished,3 years,no
4023,4024,2021-03-27,PUNGGOL,117,EDGEFIELD PLAINS,4-ROOM,1700,820117,1.395787,103.906618,NIL,3,100.31019,16.947431,2017,12,partially furnished,2 years,yes
4024,4025,2021-06-17,PUNGGOL,117,EDGEFIELD PLAINS,EXECUTIVE,2050,820117,1.395787,103.906618,NIL,3,149.739888,13.690407,2017,12,not furnished,flexible,no
4025,4026,2021-08-08,PUNGGOL,117,EDGEFIELD PLAINS,4-ROOM,1700,820117,1.395787,103.906618,NIL,3,101.824002,16.695474,2017,4,partially furnished,3 years,no
4026,4027,2021-08-17,PUNGGOL,117,EDGEFIELD PLAINS,EXECUTIVE,2188,820117,1.395787,103.906618,NIL,3,148.261963,14.757662,2017,15,fully furnished,2 years,no
4027,4028,2022-01-25,PUNGGOL,117,EDGEFIELD PLAINS,EXECUTIVE,3300,820117,1.395787,103.906618,NIL,3,148.788589,22.17912,2017,12,partially furnished,1 year,yes
4028,4029,2022-03-16,PUNGGOL,117,EDGEFIELD PLAINS,EXECUTIVE,2500,820117,1.395787,103.906618,NIL,3,149.053853,16.772461,2017,14,not furnished,short term,no
4029,4030,2022-04-11,PUNGGOL,117,EDGEFIELD PLAINS,EXECUTIVE,2338,820117,1.395787,103.906618,NIL,3,148.314111,15.763841,2017,15,partially furnished,2 years,no
4030,4031,2022-05-24,PUNGGOL,117,EDGEFIELD PLAINS,EXECUTIVE,2200,820117,1.395787,103.906618,NIL,3,151.678402,14.504372,2017,14,not furnished,short term,yes
4031,4032,2022-05-27,PUNGGOL,117,EDGEFIELD PLAINS,4-ROOM,2100,820117,1.395787,103.906618,NIL,3,95.498709,21.989826,2017,11,partially furnished,2 years,yes
4032,4033,2022-06-27,PUNGGOL,117,EDGEFIELD PLAINS,EXECUTIVE,2050,820117,1.395787,103.906618,NIL,3,152.806698,13.415642,2017,15,partially furnished,3 years,no
4033,4034,2022-07-11,PUNGGOL,117,EDGEFIELD PLAINS,4-ROOM,2100,820117,1.395787,103.906618,NIL,3,98.047451,21.418201,2017,5,fully furnished,short term,no
4034,4035,2022-08-10,PUNGGOL,117,EDGEFIELD PLAINS,EXECUTIVE,3200,820117,1.395787,103.906618,NIL,3,147.728384,21.661376,2017,13,not furnished,1 year,no
4035,4036,2022-09-13,PUNGGOL,117,EDGEFIELD PLAINS,EXECUTIVE,3900,820117,1.395787,103.906618,NIL,3,148.423143,26.276226,2017,12,not furnished,short term,yes
4036,4037,2022-11-02,PUNGGOL,117,EDGEFIELD PLAINS,EXECUTIVE,3800,820117,1.395787,103.906618,NIL,3,141.61833,26.832685,2017,12,partially furnished,1 year,no
4037,4038,2022-12-21,PUNGGOL,117,EDGEFIELD PLAINS,EXECUTIVE,4300,820117,1.395787,103.906618,NIL,3,151.590839,28.36583,2017,12,partially furnished,short term,yes
4038,4039,2023-03-25,PUNGGOL,117,EDGEFIELD PLAINS,4-ROOM,1800,820117,1.395787,103.906618,NIL,3,105.798581,17.013461,2017,11,partially furnished,2 years,yes
4039,4040,2023-04-24,PUNGGOL,117,EDGEFIELD PLAINS,EXECUTIVE,3580,820117,1.395787,103.906618,NIL,3,148.235684,24.15073,2017,12,not furnished,flexible,no
4040,4041,2023-07-12,PUNGGOL,117,EDGEFIELD PLAINS,4-ROOM,2100,820117,1.395787,103.906618,NIL,3,99.286189,21.150978,2017,8,fully furnished,flexible,no
4041,4042,2021-02-16,SENGKANG,314A,ANCHORVALE LINK,5-ROOM,1650,541314,1.390963,103.889147,ANCHORVALE GARDENS,3,118.93134,13.873551,2019,13,fully furnished,3 years,no
4042,4043,2021-05-25,SENGKANG,314A,ANCHORVALE LINK,5-ROOM,2300,541314,1.390963,103.889147,ANCHORVALE GARDENS,3,119.690572,19.216217,2019,7,partially furnished,1 year,yes
4043,4044,2021-05-28,SENGKANG,314A,ANCHORVALE LINK,5-ROOM,2100,541314,1.390963,103.889147,ANCHORVALE GARDENS,3,122.707418,17.11388,2019,14,fully furnished,1 year,yes
4044,4045,2021-12-06,SENGKANG,314A,ANCHORVALE LINK,5-ROOM,2200,541314,1.390963,103.889147,ANCHORVALE GARDENS,3,122.829765,17.910968,2019,10,partially furnished,2 years,yes
4045,4046,2021-12-17,SENGKANG,314A,ANCHORVALE LINK,5-ROOM,1650,541314,1.390963,103.889147,ANCHORVALE GARDENS,3,123.16244,13.396941,2019,6,fully furnished,flexible,yes
4046,4047,2022-05-01,SENGKANG,314A,ANCHORVALE LINK,5-ROOM,2200,541314,1.390963,103.889147,ANCHORVALE GARDENS,3,121.131323,18.162107,2019,15,partially furnished,flexible,yes
4047,4048,2022-05-14,SENGKANG,314A,ANCHORVALE LINK,5-ROOM,2900,541314,1.390963,103.889147,ANCHORVALE GARDENS,3,118.836169,24.403345,2019,6,not furnished,1 year,no
4048,4049,2022-06-20,SENGKANG,314A,ANCHORVALE LINK,5-ROOM,3200,541314,1.390963,103.889147,ANCHORVALE GARDENS,3,117.684466,27.191354,2019,8,partially furnished,flexible,no
4049,4050,2022-09-07,SENGKANG,314A,ANCHORVALE LINK,4-ROOM,2500,541314,1.390963,103.889147,ANCHORVALE GARDENS,3,97.500446,25.640908,2019,10,partially furnished,3 years,no
4050,4051,2023-01-20,SENGKANG,314A,ANCHORVALE LINK,5-ROOM,3600,541314,1.390963,103.889147,ANCHORVALE GARDENS,3,125.229749,28.747163,2019,5,fully furnished,short term,yes
4051,4052,2023-06-04,SENGKANG,314A,ANCHORVALE LINK,5-ROOM,3200,541314,1.390963,103.889147,ANCHORVALE GARDENS,3,118.52996,26.997394,2019,10,partially furnished,flexible,no
4052,4053,2021-02-16,PUNGGOL,256B,SUMANG WALK,3-ROOM,1900,822256,1.406049,103.89618,PUNGGOL OPAL,2,63.058035,30.130974,2010,10,fully furnished,3 years,yes
4053,4054,2022-07-08,PUNGGOL,256B,SUMANG WALK,2-ROOM,2250,822256,1.406049,103.89618,PUNGGOL OPAL,1,45.940286,48.976622,2010,14,fully furnished,short term,no
4054,4055,2022-10-10,PUNGGOL,256B,SUMANG WALK,2-ROOM,2700,822256,1.406049,103.89618,PUNGGOL OPAL,1,36.128717,74.732795,2010,15,partially furnished,3 years,yes
4055,4056,2022-11-21,PUNGGOL,256B,SUMANG WALK,2-ROOM,2600,822256,1.406049,103.89618,PUNGGOL OPAL,1,46.021258,56.495631,2010,13,partially furnished,2 years,no
4056,4057,2022-12-10,PUNGGOL,256B,SUMANG WALK,4-ROOM,3600,822256,1.406049,103.89618,PUNGGOL OPAL,3,97.040723,37.097827,2010,12,partially furnished,flexible,no
4057,4058,2022-12-19,PUNGGOL,256B,SUMANG WALK,4-ROOM,3400,822256,1.406049,103.89618,PUNGGOL OPAL,3,102.316382,33.23026,2010,3,not furnished,short term,no
4058,4059,2023-01-04,PUNGGOL,256B,SUMANG WALK,3-ROOM,2200,822256,1.406049,103.89618,PUNGGOL OPAL,2,62.977145,34.933308,2010,5,fully furnished,short term,yes
4059,4060,2023-04-09,PUNGGOL,256B,SUMANG WALK,4-ROOM,3000,822256,1.406049,103.89618,PUNGGOL OPAL,3,99.615848,30.11569,2010,9,partially furnished,1 year,no
4060,4061,2023-07-24,PUNGGOL,256B,SUMANG WALK,2-ROOM,2500,822256,1.406049,103.89618,PUNGGOL OPAL,1,46.157728,54.162112,2010,15,not furnished,1 year,yes
4061,4062,2023-07-17,PUNGGOL,256B,SUMANG WALK,4-ROOM,2800,822256,1.406049,103.89618,PUNGGOL OPAL,3,98.000565,28.571264,2010,12,fully furnished,flexible,yes
4062,4063,2023-08-25,PUNGGOL,256B,SUMANG WALK,4-ROOM,3100,822256,1.406049,103.89618,PUNGGOL OPAL,3,104.985177,29.527978,2010,11,partially furnished,3 years,no
4063,4064,2021-02-05,CHOA CHU KANG,133,TECK WHYE LANE,EXECUTIVE,2100,680133,1.380744,103.751221,HDB-CHOA CHU KANG,3,146.836652,14.301606,1996,14,not furnished,1 year,yes
4064,4065,2021-02-28,CHOA CHU KANG,133,TECK WHYE LANE,EXECUTIVE,2150,680133,1.380744,103.751221,HDB-CHOA CHU KANG,3,151.618578,14.18032,1996,14,not furnished,2 years,yes
4065,4066,2023-02-21,CHOA CHU KANG,133,TECK WHYE LANE,EXECUTIVE,2850,680133,1.380744,103.751221,HDB-CHOA CHU KANG,3,151.892572,18.763261,1996,13,partially furnished,3 years,no
4066,4067,2021-02-25,PUNGGOL,213A,PUNGGOL WALK,4-ROOM,2200,821213,1.400309,103.898075,PUNGGOL WAVES,3,100.82639,21.819684,1982,11,partially furnished,flexible,yes
4067,4068,2021-10-01,PUNGGOL,213A,PUNGGOL WALK,4-ROOM,2400,821213,1.400309,103.898075,PUNGGOL WAVES,3,96.522447,24.864682,1982,2,not furnished,1 year,yes
4068,4069,2022-01-26,PUNGGOL,213A,PUNGGOL WALK,4-ROOM,1500,821213,1.400309,103.898075,PUNGGOL WAVES,3,100.071544,14.989276,1982,8,partially furnished,3 years,no
4069,4070,2022-10-16,PUNGGOL,213A,PUNGGOL WALK,4-ROOM,2800,821213,1.400309,103.898075,PUNGGOL WAVES,3,95.286045,29.385205,1982,4,fully furnished,3 years,no
4070,4071,2023-04-09,PUNGGOL,213A,PUNGGOL WALK,4-ROOM,3400,821213,1.400309,103.898075,PUNGGOL WAVES,3,95.623192,35.556228,1982,10,partially furnished,short term,no
4071,4072,2021-02-24,SENGKANG,302C,ANCHORVALE LINK,EXECUTIVE,2400,543302,1.38808,103.890153,ANCHORVALE COURT,3,148.921868,16.115833,1980,12,fully furnished,3 years,no
4072,4073,2021-05-12,SENGKANG,302C,ANCHORVALE LINK,EXECUTIVE,2000,543302,1.38808,103.890153,ANCHORVALE COURT,3,151.914301,13.165317,1980,13,partially furnished,2 years,no
4073,4074,2021-09-01,SENGKANG,302C,ANCHORVALE LINK,EXECUTIVE,2200,543302,1.38808,103.890153,ANCHORVALE COURT,3,148.771339,14.787795,1980,13,partially furnished,2 years,yes
4074,4075,2021-11-19,SENGKANG,302C,ANCHORVALE LINK,EXECUTIVE,2050,543302,1.38808,103.890153,ANCHORVALE COURT,3,152.651852,13.429251,1980,13,not furnished,2 years,no
4075,4076,2022-01-06,SENGKANG,302C,ANCHORVALE LINK,EXECUTIVE,2350,543302,1.38808,103.890153,ANCHORVALE COURT,3,145.486015,16.152755,1980,13,partially furnished,1 year,no
4076,4077,2022-05-05,SENGKANG,302C,ANCHORVALE LINK,EXECUTIVE,2500,543302,1.38808,103.890153,ANCHORVALE COURT,3,142.617376,17.529421,1980,15,partially furnished,3 years,yes
4077,4078,2022-05-23,SENGKANG,302C,ANCHORVALE LINK,EXECUTIVE,3300,543302,1.38808,103.890153,ANCHORVALE COURT,3,149.496335,22.07412,1980,14,partially furnished,2 years,yes
4078,4079,2022-06-18,SENGKANG,302C,ANCHORVALE LINK,EXECUTIVE,2200,543302,1.38808,103.890153,ANCHORVALE COURT,3,148.268703,14.837926,1980,15,partially furnished,1 year,no
4079,4080,2022-09-13,SENGKANG,302C,ANCHORVALE LINK,EXECUTIVE,2650,543302,1.38808,103.890153,ANCHORVALE COURT,3,148.830276,17.805517,1980,15,partially furnished,2 years,no
4080,4081,2022-12-12,SENGKANG,302C,ANCHORVALE LINK,EXECUTIVE,2200,543302,1.38808,103.890153,ANCHORVALE COURT,3,151.046828,14.565019,1980,13,partially furnished,flexible,no
4081,4082,2022-12-21,SENGKANG,302C,ANCHORVALE LINK,EXECUTIVE,3600,543302,1.38808,103.890153,ANCHORVALE COURT,3,146.592946,24.557798,1980,15,fully furnished,flexible,yes
4082,4083,2023-02-08,SENGKANG,302C,ANCHORVALE LINK,EXECUTIVE,4250,543302,1.38808,103.890153,ANCHORVALE COURT,3,148.739135,28.573516,1980,14,partially furnished,flexible,no
4083,4084,2023-05-09,SENGKANG,302C,ANCHORVALE LINK,EXECUTIVE,3900,543302,1.38808,103.890153,ANCHORVALE COURT,3,143.378537,27.200724,1980,14,partially furnished,3 years,no
4084,4085,2021-02-24,PUNGGOL,196B,PUNGGOL FIELD,4-ROOM,1700,822196,1.399007,103.906991,HDB-PUNGGOL,3,102.731555,16.547983,1979,5,fully furnished,1 year,no
4085,4086,2021-02-11,PUNGGOL,196B,PUNGGOL FIELD,5-ROOM,2000,822196,1.399007,103.906991,HDB-PUNGGOL,3,121.111364,16.513727,1979,2,not furnished,1 year,yes
4086,4087,2021-03-02,PUNGGOL,196B,PUNGGOL FIELD,4-ROOM,1750,822196,1.399007,103.906991,HDB-PUNGGOL,3,103.02431,16.986282,1979,13,partially furnished,2 years,yes
4087,4088,2021-04-27,PUNGGOL,196B,PUNGGOL FIELD,4-ROOM,2000,822196,1.399007,103.906991,HDB-PUNGGOL,3,102.73288,19.467964,1979,2,fully furnished,short term,yes
4088,4089,2022-02-11,PUNGGOL,196B,PUNGGOL FIELD,5-ROOM,2700,822196,1.399007,103.906991,HDB-PUNGGOL,3,121.138399,22.288556,1979,12,fully furnished,short term,yes
4089,4090,2022-02-10,PUNGGOL,196B,PUNGGOL FIELD,5-ROOM,2300,822196,1.399007,103.906991,HDB-PUNGGOL,3,118.402719,19.42523,1979,11,fully furnished,short term,no
4090,4091,2022-03-19,PUNGGOL,196B,PUNGGOL FIELD,4-ROOM,1750,822196,1.399007,103.906991,HDB-PUNGGOL,3,99.918028,17.514357,1979,13,partially furnished,1 year,no
4091,4092,2022-07-18,PUNGGOL,196B,PUNGGOL FIELD,5-ROOM,3250,822196,1.399007,103.906991,HDB-PUNGGOL,3,122.146939,26.607298,1979,7,partially furnished,2 years,yes
4092,4093,2022-10-21,PUNGGOL,196B,PUNGGOL FIELD,5-ROOM,3200,822196,1.399007,103.906991,HDB-PUNGGOL,3,124.103431,25.784944,1979,15,partially furnished,2 years,yes
4093,4094,2023-03-23,PUNGGOL,196B,PUNGGOL FIELD,5-ROOM,3500,822196,1.399007,103.906991,HDB-PUNGGOL,3,125.162211,27.963712,1979,15,partially furnished,1 year,no
4094,4095,2023-03-14,PUNGGOL,196B,PUNGGOL FIELD,4-ROOM,3000,822196,1.399007,103.906991,HDB-PUNGGOL,3,100.793497,29.763825,1979,7,partially furnished,1 year,yes
4095,4096,2023-03-13,PUNGGOL,196B,PUNGGOL FIELD,4-ROOM,2100,822196,1.399007,103.906991,HDB-PUNGGOL,3,106.23362,19.767753,1979,10,not furnished,flexible,yes
4096,4097,2023-04-27,PUNGGOL,196B,PUNGGOL FIELD,4-ROOM,3000,822196,1.399007,103.906991,HDB-PUNGGOL,3,100.475802,29.857935,1979,14,fully furnished,short term,no
4097,4098,2021-02-03,CHOA CHU KANG,106,TECK WHYE LANE,4-ROOM,1400,680106,1.377958,103.752932,HDB-CHOA CHU KANG,3,103.698814,13.500637,1977,2,not furnished,flexible,no
4098,4099,2021-08-19,CHOA CHU KANG,106,TECK WHYE LANE,3-ROOM,1500,680106,1.377958,103.752932,HDB-CHOA CHU KANG,2,62.43011,24.026868,1977,6,fully furnished,2 years,yes
4099,4100,2021-12-08,CHOA CHU KANG,106,TECK WHYE LANE,4-ROOM,2400,680106,1.377958,103.752932,HDB-CHOA CHU KANG,3,101.589618,23.624461,1977,3,fully furnished,1 year,yes
4100,4101,2022-03-05,CHOA CHU KANG,106,TECK WHYE LANE,3-ROOM,1700,680106,1.377958,103.752932,HDB-CHOA CHU KANG,2,63.491756,26.77513,1977,5,fully furnished,3 years,no
4101,4102,2023-08-17,CHOA CHU KANG,106,TECK WHYE LANE,3-ROOM,1900,680106,1.377958,103.752932,HDB-CHOA CHU KANG,2,62.836034,30.237427,1977,4,fully furnished,3 years,yes
4102,4103,2021-02-22,WOODLANDS,726,WOODLANDS CIRCLE,5-ROOM,1950,730726,1.444277,103.799681,HDB-WOODLANDS,3,117.864445,16.54443,1978,7,not furnished,1 year,yes
4103,4104,2021-07-14,WOODLANDS,726,WOODLANDS CIRCLE,4-ROOM,1800,730726,1.444277,103.799681,HDB-WOODLANDS,3,101.615126,17.713898,1978,14,not furnished,2 years,no
4104,4105,2021-10-08,WOODLANDS,726,WOODLANDS CIRCLE,5-ROOM,2500,730726,1.444277,103.799681,HDB-WOODLANDS,3,122.518585,20.405068,1978,8,not furnished,1 year,no
4105,4106,2021-12-17,WOODLANDS,726,WOODLANDS CIRCLE,4-ROOM,1900,730726,1.444277,103.799681,HDB-WOODLANDS,3,98.243883,19.339626,1978,13,partially furnished,3 years,yes
4106,4107,2022-05-23,WOODLANDS,726,WOODLANDS CIRCLE,5-ROOM,2300,730726,1.444277,103.799681,HDB-WOODLANDS,3,119.654795,19.221963,1978,8,not furnished,flexible,no
4107,4108,2022-12-20,WOODLANDS,726,WOODLANDS CIRCLE,4-ROOM,1900,730726,1.444277,103.799681,HDB-WOODLANDS,3,100.170404,18.967678,1978,10,partially furnished,2 years,no
4108,4109,2022-12-23,WOODLANDS,726,WOODLANDS CIRCLE,5-ROOM,3500,730726,1.444277,103.799681,HDB-WOODLANDS,3,121.52761,28.80004,1978,15,not furnished,short term,no
4109,4110,2023-03-28,WOODLANDS,726,WOODLANDS CIRCLE,5-ROOM,3300,730726,1.444277,103.799681,HDB-WOODLANDS,3,118.688593,27.803851,1978,9,fully furnished,short term,yes
4110,4111,2023-07-05,WOODLANDS,726,WOODLANDS CIRCLE,4-ROOM,2300,730726,1.444277,103.799681,HDB-WOODLANDS,3,94.988397,24.213484,1978,12,partially furnished,short term,yes
4111,4112,2021-02-09,SENGKANG,450C,SENGKANG WEST WAY,3-ROOM,1950,793450,1.393815,103.873364,FERNVALE CREST,2,63.926861,30.50361,1986,6,partially furnished,short term,no
4112,4113,2021-03-22,SENGKANG,450C,SENGKANG WEST WAY,2-ROOM,1700,793450,1.393815,103.873364,FERNVALE CREST,1,45.966349,36.983577,1986,2,fully furnished,1 year,yes
4113,4114,2021-03-09,SENGKANG,450C,SENGKANG WEST WAY,3-ROOM,2000,793450,1.393815,103.873364,FERNVALE CREST,2,64.131917,31.18572,1986,6,partially furnished,1 year,no
4114,4115,2021-08-04,SENGKANG,450C,SENGKANG WEST WAY,2-ROOM,1700,793450,1.393815,103.873364,FERNVALE CREST,1,35.831388,47.444436,1986,14,partially furnished,flexible,yes
4115,4116,2021-11-10,SENGKANG,450C,SENGKANG WEST WAY,3-ROOM,1950,793450,1.393815,103.873364,FERNVALE CREST,2,63.055087,30.92534,1986,14,not furnished,1 year,yes
4116,4117,2022-02-25,SENGKANG,450C,SENGKANG WEST WAY,3-ROOM,2900,793450,1.393815,103.873364,FERNVALE CREST,2,64.923338,44.668067,1986,7,fully furnished,1 year,yes
4117,4118,2022-03-27,SENGKANG,450C,SENGKANG WEST WAY,2-ROOM,2300,793450,1.393815,103.873364,FERNVALE CREST,1,46.481665,49.481877,1986,12,not furnished,short term,yes
4118,4119,2022-04-16,SENGKANG,450C,SENGKANG WEST WAY,3-ROOM,2500,793450,1.393815,103.873364,FERNVALE CREST,2,63.560008,39.332909,1986,10,partially furnished,3 years,no
4119,4120,2022-09-13,SENGKANG,450C,SENGKANG WEST WAY,3-ROOM,3100,793450,1.393815,103.873364,FERNVALE CREST,2,63.432201,48.871077,1986,6,not furnished,flexible,no
4120,4121,2022-11-27,SENGKANG,450C,SENGKANG WEST WAY,3-ROOM,1600,793450,1.393815,103.873364,FERNVALE CREST,2,63.873942,25.049339,1986,5,partially furnished,flexible,no
4121,4122,2021-02-10,PUNGGOL,170B,PUNGGOL FIELD,4-ROOM,2450,822170,1.393338,103.914701,THE NAUTILUS @ PUNGGOL,3,99.446871,24.63627,2019,5,partially furnished,short term,no
4122,4123,2021-03-20,PUNGGOL,170B,PUNGGOL FIELD,5-ROOM,2400,822170,1.393338,103.914701,THE NAUTILUS @ PUNGGOL,3,117.936957,20.349855,2019,11,fully furnished,1 year,no
4123,4124,2022-03-08,PUNGGOL,170B,PUNGGOL FIELD,5-ROOM,2500,822170,1.393338,103.914701,THE NAUTILUS @ PUNGGOL,3,121.699316,20.542433,2019,10,not furnished,2 years,yes
4124,4125,2021-02-02,SENGKANG,114,RIVERVALE WALK,4-ROOM,1900,540114,1.384095,103.901076,RIVERVALE COURT,3,98.876274,19.215934,1984,12,partially furnished,1 year,no
4125,4126,2021-05-15,SENGKANG,114,RIVERVALE WALK,5-ROOM,2100,540114,1.384095,103.901076,RIVERVALE COURT,3,113.326443,18.530538,1984,11,fully furnished,1 year,no
4126,4127,2021-06-01,SENGKANG,114,RIVERVALE WALK,5-ROOM,2400,540114,1.384095,103.901076,RIVERVALE COURT,3,120.58788,19.902498,1984,2,fully furnished,1 year,no
