property_id,user_id,listing_date,block,street_name,building,postal,town,flat_type,monthly_rent,latitude,longtitude,num_bedrooms,floor_size,ppsm,year_built,floor_level,furnish_status,lease_term,negotiable,is_visible,is_approved
5469,1,2023-05-17,115,RIVERVALE WALK,RIVERVALE COURT,540115,SENGKANG,5-ROOM,3500,1.384437299,103.9013099,3,119.6377798,29.25497286,1974,13,partially furnished,short term,yes,1,1
5470,1,2023-05-02,115,RIVERVALE WALK,RIVERVALE COURT,540115,SENGKANG,4-ROOM,2900,1.384437299,103.9013099,3,95.88548644,30.24441036,1974,6,fully furnished,2 years,yes,1,1
5471,1,2023-05-24,115,RIVERVALE WALK,RIVERVALE COURT,540115,SENGKANG,4-ROOM,3000,1.384437299,103.9013099,3,98.74162101,30.38232479,1974,6,fully furnished,flexible,no,1,1
5472,1,2023-05-04,115,RIVERVALE WALK,RIVERVALE COURT,540115,SENGKANG,5-ROOM,3700,1.384437299,103.9013099,3,118.6956638,31.17215813,1974,3,fully furnished,2 years,no,1,1
5473,1,2023-07-24,115,RIVERVALE WALK,RIVERVALE COURT,540115,SENGKANG,5-ROOM,2800,1.384437299,103.9013099,3,120.8324165,23.17258962,1974,10,fully furnished,2 years,yes,1,1
5474,1,2021-03-01,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,1950,1.398778276,103.9029109,3,120.2389623,16.21770483,1990,8,fully furnished,1 year,yes,1,1
5475,1,2021-04-28,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,1900,1.398778276,103.9029109,3,120.1069528,15.81923407,1990,11,partially furnished,flexible,yes,1,1
5476,1,2021-08-14,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,2600,1.398778276,103.9029109,3,124.8994912,20.81673813,1990,2,not furnished,2 years,yes,1,1
5477,1,2021-10-22,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,2400,1.398778276,103.9029109,3,119.5534759,20.07469864,1990,6,fully furnished,2 years,no,1,1
5478,1,2021-12-23,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,2000,1.398778276,103.9029109,3,123.9164553,16.13990648,1990,11,partially furnished,2 years,yes,1,1
5479,1,2022-03-17,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,2800,1.398778276,103.9029109,3,118.847602,23.55958348,1990,5,not furnished,2 years,yes,1,1
5480,1,2022-03-09,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,3000,1.398778276,103.9029109,3,120.2758782,24.94265721,1990,12,fully furnished,3 years,yes,1,1
5481,1,2022-04-01,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,2000,1.398778276,103.9029109,3,115.3171828,17.34346913,1990,4,partially furnished,2 years,yes,1,1
5482,1,2022-04-25,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,3600,1.398778276,103.9029109,3,111.3817214,32.32128176,1990,2,fully furnished,flexible,no,1,1
5483,1,2022-04-22,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,1900,1.398778276,103.9029109,3,125.0512503,15.19377052,1990,14,fully furnished,flexible,yes,1,1
5484,1,2022-07-19,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,2700,1.398778276,103.9029109,3,118.7540013,22.73607602,1990,9,partially furnished,flexible,yes,1,1
5485,1,2023-03-04,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,3600,1.398778276,103.9029109,3,117.2752685,30.69700923,1990,15,fully furnished,3 years,no,1,1
5486,1,2023-06-03,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,3000,1.398778276,103.9029109,3,114.4543472,26.21132419,1990,14,partially furnished,2 years,no,1,1
5487,1,2023-08-23,204A,PUNGGOL FIELD,NIL,821204,PUNGGOL,5-ROOM,3000,1.398778276,103.9029109,3,118.4519465,25.32672605,1990,8,partially furnished,2 years,no,1,1
5488,1,2021-03-12,235,COMPASSVALE WALK,COMPASSVALE PLAINS,540235,SENGKANG,5-ROOM,2050,1.390900096,103.8995365,3,121.9248026,16.81364215,1984,15,partially furnished,1 year,yes,1,1
5489,1,2021-10-04,235,COMPASSVALE WALK,COMPASSVALE PLAINS,540235,SENGKANG,4-ROOM,2000,1.390900096,103.8995365,3,101.6469287,19.67595111,1984,9,fully furnished,flexible,yes,1,1
5490,1,2023-02-22,235,COMPASSVALE WALK,COMPASSVALE PLAINS,540235,SENGKANG,5-ROOM,3000,1.390900096,103.8995365,3,123.4090899,24.30939247,1984,12,fully furnished,flexible,no,1,1
5491,1,2023-04-07,235,COMPASSVALE WALK,COMPASSVALE PLAINS,540235,SENGKANG,4-ROOM,2500,1.390900096,103.8995365,3,104.6766861,23.88306407,1984,5,not furnished,short term,yes,1,1
5492,1,2021-03-06,102,RIVERVALE WALK,RIVERVALE COURT,540102,SENGKANG,EXECUTIVE,2300,1.38180761,103.9008932,3,148.2299499,15.51643241,2022,15,fully furnished,short term,no,1,1
5493,1,2021-05-03,102,RIVERVALE WALK,RIVERVALE COURT,540102,SENGKANG,EXECUTIVE,2300,1.38180761,103.9008932,3,145.014374,15.8604967,2022,12,not furnished,1 year,yes,1,1
5494,1,2021-05-06,102,RIVERVALE WALK,RIVERVALE COURT,540102,SENGKANG,EXECUTIVE,2750,1.38180761,103.9008932,3,151.6897827,18.12910502,2022,12,partially furnished,3 years,yes,1,1
5495,1,2021-10-02,102,RIVERVALE WALK,RIVERVALE COURT,540102,SENGKANG,EXECUTIVE,2300,1.38180761,103.9008932,3,150.2872332,15.30402784,2022,12,fully furnished,3 years,yes,1,1
5496,1,2021-12-19,102,RIVERVALE WALK,RIVERVALE COURT,540102,SENGKANG,EXECUTIVE,2000,1.38180761,103.9008932,3,147.8242933,13.52957593,2022,12,not furnished,flexible,no,1,1
5497,1,2022-05-08,102,RIVERVALE WALK,RIVERVALE COURT,540102,SENGKANG,EXECUTIVE,3200,1.38180761,103.9008932,3,147.1398621,21.74801549,2022,15,not furnished,short term,no,1,1
5498,1,2022-09-21,102,RIVERVALE WALK,RIVERVALE COURT,540102,SENGKANG,EXECUTIVE,4000,1.38180761,103.9008932,3,152.4218617,26.24295463,2022,14,partially furnished,1 year,no,1,1
5499,1,2022-10-20,102,RIVERVALE WALK,RIVERVALE COURT,540102,SENGKANG,EXECUTIVE,2300,1.38180761,103.9008932,3,146.9326621,15.65342904,2022,13,not furnished,short term,yes,1,1
5500,1,2022-12-28,102,RIVERVALE WALK,RIVERVALE COURT,540102,SENGKANG,EXECUTIVE,3000,1.38180761,103.9008932,3,145.6528464,20.59691983,2022,14,fully furnished,short term,no,1,1
5501,1,2023-03-26,102,RIVERVALE WALK,RIVERVALE COURT,540102,SENGKANG,EXECUTIVE,3950,1.38180761,103.9008932,3,153.7913758,25.68414503,2022,14,not furnished,3 years,yes,1,1
5502,1,2023-05-07,102,RIVERVALE WALK,RIVERVALE COURT,540102,SENGKANG,EXECUTIVE,4100,1.38180761,103.9008932,3,151.6164781,27.04191557,2022,12,fully furnished,3 years,no,1,1
5503,1,2021-03-04,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,2200,1.394227136,103.9149774,3,101.329109,21.71143142,2009,4,fully furnished,3 years,no,1,1
5504,1,2021-03-19,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,2100,1.394227136,103.9149774,3,97.4013749,21.5602706,2009,15,partially furnished,2 years,no,1,1
5505,1,2021-05-14,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,1900,1.394227136,103.9149774,3,102.4530945,18.54507186,2009,3,partially furnished,2 years,yes,1,1
5506,1,2021-07-24,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,1850,1.394227136,103.9149774,3,96.96681053,19.0786929,2009,14,fully furnished,1 year,yes,1,1
5507,1,2021-10-27,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,1850,1.394227136,103.9149774,3,93.01121601,19.89007433,2009,2,partially furnished,flexible,yes,1,1
5508,1,2021-10-07,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,2000,1.394227136,103.9149774,3,101.3985362,19.7241506,2009,8,fully furnished,1 year,no,1,1
5509,1,2022-01-28,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,2500,1.394227136,103.9149774,3,99.42719109,25.14402723,2009,2,fully furnished,2 years,no,1,1
5510,1,2022-01-23,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,2500,1.394227136,103.9149774,3,102.8518216,24.30681305,2009,2,fully furnished,3 years,yes,1,1
5511,1,2022-06-16,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,3300,1.394227136,103.9149774,3,95.44724484,34.57407289,2009,6,not furnished,short term,yes,1,1
5512,1,2022-08-09,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,1800,1.394227136,103.9149774,3,96.49977153,18.6528939,2009,6,not furnished,flexible,no,1,1
5513,1,2022-11-19,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,2400,1.394227136,103.9149774,3,102.2143539,23.4800682,2009,15,fully furnished,2 years,yes,1,1
5514,1,2022-11-01,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,3000,1.394227136,103.9149774,3,101.2828365,29.62002352,2009,13,fully furnished,3 years,yes,1,1
5515,1,2023-05-19,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,2700,1.394227136,103.9149774,3,102.1381653,26.4347807,2009,2,partially furnished,1 year,no,1,1
5516,1,2023-06-04,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,2400,1.394227136,103.9149774,3,99.80721517,24.04635773,2009,15,partially furnished,short term,no,1,1
5517,1,2023-06-04,167B,PUNGGOL EAST,THE SUNDIAL,822167,PUNGGOL,4-ROOM,3500,1.394227136,103.9149774,3,101.8254431,34.37254868,2009,12,fully furnished,short term,yes,1,1
5518,1,2021-03-09,101,TECK WHYE LANE,HDB-CHOA CHU KANG,680101,CHOA CHU KANG,EXECUTIVE,1750,1.377889646,103.7542399,3,150.2298363,11.64881786,1991,13,not furnished,1 year,yes,1,1
5519,1,2021-08-08,101,TECK WHYE LANE,HDB-CHOA CHU KANG,680101,CHOA CHU KANG,EXECUTIVE,2000,1.377889646,103.7542399,3,144.4341971,13.8471362,1991,15,not furnished,2 years,no,1,1
5520,1,2021-03-14,205C,COMPASSVALE LANE,COMPASSVALE PLACE,543205,SENGKANG,4-ROOM,1950,1.386090759,103.8965039,3,101.6317789,19.18691202,1976,7,not furnished,1 year,yes,1,1
5521,1,2021-04-05,205C,COMPASSVALE LANE,COMPASSVALE PLACE,543205,SENGKANG,5-ROOM,2000,1.386090759,103.8965039,3,114.5391306,17.46128148,1976,3,not furnished,1 year,yes,1,1
5522,1,2021-06-10,205C,COMPASSVALE LANE,COMPASSVALE PLACE,543205,SENGKANG,5-ROOM,2000,1.386090759,103.8965039,3,117.9474386,16.95670566,1976,4,partially furnished,3 years,no,1,1
5523,1,2021-06-01,205C,COMPASSVALE LANE,COMPASSVALE PLACE,543205,SENGKANG,5-ROOM,1900,1.386090759,103.8965039,3,117.9726097,16.10543333,1976,5,partially furnished,flexible,yes,1,1
5524,1,2021-10-08,205C,COMPASSVALE LANE,COMPASSVALE PLACE,543205,SENGKANG,5-ROOM,2150,1.386090759,103.8965039,3,123.3484459,17.43029662,1976,5,partially furnished,3 years,no,1,1
5525,1,2021-11-12,205C,COMPASSVALE LANE,COMPASSVALE PLACE,543205,SENGKANG,4-ROOM,1700,1.386090759,103.8965039,3,102.1081587,16.6490124,1976,4,partially furnished,1 year,no,1,1
5526,1,2022-01-22,205C,COMPASSVALE LANE,COMPASSVALE PLACE,543205,SENGKANG,5-ROOM,2800,1.386090759,103.8965039,3,118.6395046,23.60090773,1976,10,fully furnished,3 years,yes,1,1
5527,1,2022-01-07,205C,COMPASSVALE LANE,COMPASSVALE PLACE,543205,SENGKANG,4-ROOM,2000,1.386090759,103.8965039,3,102.2552583,19.55889637,1976,8,not furnished,3 years,yes,1,1
5528,1,2022-03-21,205C,COMPASSVALE LANE,COMPASSVALE PLACE,543205,SENGKANG,5-ROOM,2700,1.386090759,103.8965039,3,116.616808,23.15275171,1976,4,partially furnished,flexible,no,1,1
5529,1,2022-06-20,205C,COMPASSVALE LANE,COMPASSVALE PLACE,543205,SENGKANG,5-ROOM,2800,1.386090759,103.8965039,3,122.329432,22.88901334,1976,3,partially furnished,1 year,no,1,1
5530,1,2023-05-26,205C,COMPASSVALE LANE,COMPASSVALE PLACE,543205,SENGKANG,5-ROOM,2100,1.386090759,103.8965039,3,121.2663163,17.31725729,1976,6,fully furnished,2 years,yes,1,1
5531,1,2023-06-28,205C,COMPASSVALE LANE,COMPASSVALE PLACE,543205,SENGKANG,5-ROOM,2200,1.386090759,103.8965039,3,124.0261184,17.73819925,1976,7,not furnished,3 years,no,1,1
5532,1,2021-03-18,332B,ANCHORVALE LINK,ANCHORVALE ISLES,542332,SENGKANG,4-ROOM,2500,1.395107948,103.8914562,3,99.34194115,25.16560449,1992,7,not furnished,2 years,no,1,1
5533,1,2021-06-25,332B,ANCHORVALE LINK,ANCHORVALE ISLES,542332,SENGKANG,4-ROOM,2000,1.395107948,103.8914562,3,100.4497343,19.91045584,1992,13,fully furnished,short term,no,1,1
5534,1,2021-06-06,332B,ANCHORVALE LINK,ANCHORVALE ISLES,542332,SENGKANG,4-ROOM,2100,1.395107948,103.8914562,3,98.78696092,21.25786623,1992,2,partially furnished,3 years,yes,1,1
5535,1,2021-09-09,332B,ANCHORVALE LINK,ANCHORVALE ISLES,542332,SENGKANG,5-ROOM,2500,1.395107948,103.8914562,3,122.2454355,20.45066132,1992,4,not furnished,short term,yes,1,1
5536,1,2021-09-24,332B,ANCHORVALE LINK,ANCHORVALE ISLES,542332,SENGKANG,4-ROOM,2400,1.395107948,103.8914562,3,99.46949826,24.12799946,1992,12,partially furnished,3 years,yes,1,1
5537,1,2021-11-05,332B,ANCHORVALE LINK,ANCHORVALE ISLES,542332,SENGKANG,4-ROOM,2800,1.395107948,103.8914562,3,104.9746672,26.67310194,1992,5,partially furnished,flexible,yes,1,1
5538,1,2022-05-07,332B,ANCHORVALE LINK,ANCHORVALE ISLES,542332,SENGKANG,4-ROOM,2100,1.395107948,103.8914562,3,100.1999062,20.95810345,1992,8,not furnished,short term,yes,1,1
5539,1,2022-06-13,332B,ANCHORVALE LINK,ANCHORVALE ISLES,542332,SENGKANG,4-ROOM,2300,1.395107948,103.8914562,3,98.85206756,23.26709048,1992,11,not furnished,1 year,no,1,1
5540,1,2022-10-27,332B,ANCHORVALE LINK,ANCHORVALE ISLES,542332,SENGKANG,4-ROOM,2800,1.395107948,103.8914562,3,93.95331348,29.80203567,1992,8,fully furnished,flexible,no,1,1
5541,1,2023-05-02,332B,ANCHORVALE LINK,ANCHORVALE ISLES,542332,SENGKANG,4-ROOM,3300,1.395107948,103.8914562,3,105.3007531,31.33880721,1992,8,partially furnished,1 year,no,1,1
5542,1,2023-08-21,332B,ANCHORVALE LINK,ANCHORVALE ISLES,542332,SENGKANG,4-ROOM,3400,1.395107948,103.8914562,3,100.6569257,33.77810295,1992,6,not furnished,1 year,yes,1,1
5543,1,2023-08-09,332B,ANCHORVALE LINK,ANCHORVALE ISLES,542332,SENGKANG,5-ROOM,3600,1.395107948,103.8914562,3,116.7808245,30.8269788,1992,2,not furnished,3 years,no,1,1
5544,1,2021-03-06,738,WOODLANDS CIRCLE,HDB-WOODLANDS,730738,WOODLANDS,4-ROOM,1800,1.444046578,103.7974897,3,97.25538369,18.50797284,1994,11,fully furnished,2 years,no,1,1
5545,1,2021-07-05,738,WOODLANDS CIRCLE,HDB-WOODLANDS,730738,WOODLANDS,5-ROOM,2200,1.444046578,103.7974897,3,127.3858934,17.27035813,1994,13,partially furnished,short term,no,1,1
5546,1,2021-08-09,738,WOODLANDS CIRCLE,HDB-WOODLANDS,730738,WOODLANDS,4-ROOM,1800,1.444046578,103.7974897,3,97.52111874,18.45754051,1994,2,not furnished,3 years,no,1,1
5547,1,2021-09-12,738,WOODLANDS CIRCLE,HDB-WOODLANDS,730738,WOODLANDS,4-ROOM,2000,1.444046578,103.7974897,3,95.57441715,20.92610198,1994,8,partially furnished,2 years,yes,1,1
5548,1,2021-12-11,738,WOODLANDS CIRCLE,HDB-WOODLANDS,730738,WOODLANDS,4-ROOM,3000,1.444046578,103.7974897,3,100.0172474,29.99482668,1994,2,not furnished,3 years,yes,1,1
5549,1,2022-04-13,738,WOODLANDS CIRCLE,HDB-WOODLANDS,730738,WOODLANDS,4-ROOM,2200,1.444046578,103.7974897,3,99.54992444,22.09946429,1994,7,partially furnished,flexible,no,1,1
5550,1,2022-06-09,738,WOODLANDS CIRCLE,HDB-WOODLANDS,730738,WOODLANDS,5-ROOM,1800,1.444046578,103.7974897,3,116.7566605,15.41667938,1994,6,not furnished,flexible,no,1,1
5551,1,2022-07-12,738,WOODLANDS CIRCLE,HDB-WOODLANDS,730738,WOODLANDS,5-ROOM,3300,1.444046578,103.7974897,3,119.8109296,27.543397,1994,15,partially furnished,short term,yes,1,1
5552,1,2023-02-20,738,WOODLANDS CIRCLE,HDB-WOODLANDS,730738,WOODLANDS,4-ROOM,3500,1.444046578,103.7974897,3,100.8779766,34.69538265,1994,10,fully furnished,1 year,no,1,1
5553,1,2023-08-16,738,WOODLANDS CIRCLE,HDB-WOODLANDS,730738,WOODLANDS,5-ROOM,3500,1.444046578,103.7974897,3,119.930072,29.18367298,1994,8,fully furnished,1 year,yes,1,1
5554,1,2021-03-13,742,WOODLANDS CIRCLE,HDB-WOODLANDS,730742,WOODLANDS,5-ROOM,2000,1.443920973,103.796033,3,123.9755193,16.13221716,1995,15,partially furnished,2 years,no,1,1
5555,1,2022-03-12,742,WOODLANDS CIRCLE,HDB-WOODLANDS,730742,WOODLANDS,5-ROOM,2100,1.443920973,103.796033,3,112.5044906,18.66592159,1995,12,not furnished,1 year,no,1,1
5556,1,2023-03-15,742,WOODLANDS CIRCLE,HDB-WOODLANDS,730742,WOODLANDS,5-ROOM,3200,1.443920973,103.796033,3,121.330776,26.37418227,1995,12,fully furnished,3 years,no,1,1
5557,1,2021-03-15,510B,WELLINGTON CIRCLE,WELLINGTON VIEW,752510,SEMBAWANG,5-ROOM,1900,1.453608955,103.8208836,3,116.6707554,16.28514355,2006,6,partially furnished,3 years,yes,1,1
5558,1,2021-07-04,510B,WELLINGTON CIRCLE,WELLINGTON VIEW,752510,SEMBAWANG,5-ROOM,1700,1.453608955,103.8208836,3,119.6683997,14.2059224,2006,3,not furnished,3 years,no,1,1
5559,1,2021-08-08,510B,WELLINGTON CIRCLE,WELLINGTON VIEW,752510,SEMBAWANG,5-ROOM,2600,1.453608955,103.8208836,3,121.9055433,21.32798828,2006,11,not furnished,1 year,no,1,1
5560,1,2021-09-12,510B,WELLINGTON CIRCLE,WELLINGTON VIEW,752510,SEMBAWANG,4-ROOM,1900,1.453608955,103.8208836,3,96.77721403,19.63272056,2006,3,fully furnished,short term,no,1,1
5561,1,2021-09-08,510B,WELLINGTON CIRCLE,WELLINGTON VIEW,752510,SEMBAWANG,4-ROOM,1900,1.453608955,103.8208836,3,97.12055976,19.56331393,2006,12,not furnished,3 years,yes,1,1
5562,1,2021-11-20,510B,WELLINGTON CIRCLE,WELLINGTON VIEW,752510,SEMBAWANG,4-ROOM,1850,1.453608955,103.8208836,3,95.36542458,19.39906426,2006,11,partially furnished,1 year,no,1,1
5563,1,2021-12-13,510B,WELLINGTON CIRCLE,WELLINGTON VIEW,752510,SEMBAWANG,4-ROOM,1800,1.453608955,103.8208836,3,98.54984755,18.26486844,2006,15,fully furnished,3 years,no,1,1
5564,1,2021-12-18,510B,WELLINGTON CIRCLE,WELLINGTON VIEW,752510,SEMBAWANG,5-ROOM,2500,1.453608955,103.8208836,3,119.5643492,20.90924274,2006,9,fully furnished,2 years,yes,1,1
5565,1,2022-04-13,510B,WELLINGTON CIRCLE,WELLINGTON VIEW,752510,SEMBAWANG,5-ROOM,2900,1.453608955,103.8208836,3,120.0332532,24.15997169,2006,3,partially furnished,short term,yes,1,1
5566,1,2022-11-22,510B,WELLINGTON CIRCLE,WELLINGTON VIEW,752510,SEMBAWANG,5-ROOM,3500,1.453608955,103.8208836,3,122.2884525,28.62085445,2006,7,not furnished,2 years,no,1,1
5567,1,2022-11-09,510B,WELLINGTON CIRCLE,WELLINGTON VIEW,752510,SEMBAWANG,4-ROOM,3100,1.453608955,103.8208836,3,97.64224726,31.74855236,2006,4,fully furnished,1 year,no,1,1
5568,1,2023-03-21,510B,WELLINGTON CIRCLE,WELLINGTON VIEW,752510,SEMBAWANG,5-ROOM,3350,1.453608955,103.8208836,3,121.3582056,27.60423149,2006,11,not furnished,3 years,yes,1,1
5569,1,2023-08-21,510B,WELLINGTON CIRCLE,WELLINGTON VIEW,752510,SEMBAWANG,4-ROOM,3200,1.453608955,103.8208836,3,104.7090344,30.56087777,2006,7,fully furnished,1 year,yes,1,1
5570,1,2021-03-19,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,2000,1.390440084,103.898664,3,103.524946,19.31901515,2023,5,not furnished,1 year,yes,1,1
5571,1,2021-03-17,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,2100,1.390440084,103.898664,3,104.9265206,20.01400587,2023,9,partially furnished,2 years,yes,1,1
5572,1,2021-04-12,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,2100,1.390440084,103.898664,3,103.6367255,20.26308714,2023,11,not furnished,flexible,no,1,1
5573,1,2021-05-25,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,2100,1.390440084,103.898664,3,98.64334882,21.28881496,2023,14,partially furnished,2 years,yes,1,1
5574,1,2021-06-25,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,5-ROOM,2100,1.390440084,103.898664,3,120.4075002,17.44077401,2023,2,not furnished,short term,no,1,1
5575,1,2021-08-18,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,2100,1.390440084,103.898664,3,99.48746337,21.10818719,2023,3,fully furnished,short term,yes,1,1
5576,1,2021-09-18,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,2600,1.390440084,103.898664,3,104.187737,24.95495224,2023,3,partially furnished,short term,yes,1,1
5577,1,2022-04-08,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,5-ROOM,3500,1.390440084,103.898664,3,118.1117101,29.63296354,2023,2,partially furnished,short term,no,1,1
5578,1,2022-06-16,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,5-ROOM,2300,1.390440084,103.898664,3,123.4826306,18.62610141,2023,14,not furnished,2 years,yes,1,1
5579,1,2022-06-13,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,2350,1.390440084,103.898664,3,97.63363976,24.0695728,2023,14,partially furnished,1 year,yes,1,1
5580,1,2022-07-05,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,2900,1.390440084,103.898664,3,97.97544566,29.59925296,2023,7,fully furnished,1 year,yes,1,1
5581,1,2022-09-21,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,5-ROOM,3700,1.390440084,103.898664,3,116.5369124,31.74959697,2023,7,not furnished,1 year,no,1,1
5582,1,2022-09-11,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,2600,1.390440084,103.898664,3,103.5768,25.10214642,2023,4,partially furnished,flexible,yes,1,1
5583,1,2022-10-19,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,3500,1.390440084,103.898664,3,105.8656095,33.06078353,2023,8,partially furnished,flexible,yes,1,1
5584,1,2022-10-21,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,3200,1.390440084,103.898664,3,98.5426198,32.47325884,2023,11,not furnished,3 years,yes,1,1
5585,1,2022-11-17,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,3800,1.390440084,103.898664,3,102.0445512,37.238637,2023,15,not furnished,short term,yes,1,1
5586,1,2023-02-16,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,5-ROOM,4800,1.390440084,103.898664,3,117.5421005,40.83643204,2023,13,partially furnished,1 year,no,1,1
5587,1,2023-03-27,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,2500,1.390440084,103.898664,3,97.23219804,25.71164748,2023,5,partially furnished,short term,yes,1,1
5588,1,2023-03-22,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,3200,1.390440084,103.898664,3,101.2667524,31.59970992,2023,6,not furnished,3 years,no,1,1
5589,1,2023-04-15,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,3300,1.390440084,103.898664,3,98.93619839,33.35482921,2023,7,partially furnished,2 years,no,1,1
5590,1,2023-05-09,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,3700,1.390440084,103.898664,3,96.86032518,38.1993349,2023,3,not furnished,1 year,yes,1,1
5591,1,2023-08-07,238,COMPASSVALE WALK,COMPASSVALE PLAINS,540238,SENGKANG,4-ROOM,3600,1.390440084,103.898664,3,106.1476185,33.91503316,2023,8,partially furnished,flexible,yes,1,1
5592,1,2021-03-19,401,ADMIRALTY LINK,HDB-SEMBAWANG,750401,SEMBAWANG,5-ROOM,2500,1.45427018,103.8158126,3,117.6539339,21.24875827,2005,9,not furnished,2 years,no,1,1
5593,1,2021-04-07,401,ADMIRALTY LINK,HDB-SEMBAWANG,750401,SEMBAWANG,5-ROOM,1800,1.45427018,103.8158126,3,119.9472129,15.00660129,2005,6,not furnished,flexible,yes,1,1
5594,1,2021-11-17,401,ADMIRALTY LINK,HDB-SEMBAWANG,750401,SEMBAWANG,5-ROOM,2400,1.45427018,103.8158126,3,118.9661725,20.17380193,2005,12,fully furnished,2 years,yes,1,1
5595,1,2022-01-05,401,ADMIRALTY LINK,HDB-SEMBAWANG,750401,SEMBAWANG,5-ROOM,1600,1.45427018,103.8158126,3,118.1289431,13.54452141,2005,5,partially furnished,2 years,yes,1,1
5596,1,2022-03-09,401,ADMIRALTY LINK,HDB-SEMBAWANG,750401,SEMBAWANG,5-ROOM,2100,1.45427018,103.8158126,3,116.8864686,17.96615148,2005,14,partially furnished,1 year,no,1,1
5597,1,2022-08-19,401,ADMIRALTY LINK,HDB-SEMBAWANG,750401,SEMBAWANG,5-ROOM,3000,1.45427018,103.8158126,3,120.3820375,24.92066144,2005,11,partially furnished,2 years,yes,1,1
5598,1,2022-11-21,401,ADMIRALTY LINK,HDB-SEMBAWANG,750401,SEMBAWANG,5-ROOM,2500,1.45427018,103.8158126,3,121.8965823,20.50918863,2005,15,partially furnished,1 year,no,1,1
5599,1,2022-11-22,401,ADMIRALTY LINK,HDB-SEMBAWANG,750401,SEMBAWANG,4-ROOM,3700,1.45427018,103.8158126,3,98.79966967,37.44951792,2005,8,fully furnished,3 years,no,1,1
